Наименование товара,ID,Цена,Характеристики,Количество,Ссылка на товар,Показать выбранные варианты в общих ссылках,Ссылка на изображение,Магазин,Ссылка на магазин
"Водонепроницаемые бандажи для ног, защита послеоперационных ран, гипсовые повязки, средства от травм рук и ног, принадлежности для купания голеностопных суставов и ног,","956174884313","38.60\n≈ 574 $ (38.60\n≈ 574 $RUB )","/Регулируемая по высоте высота ножек для взрослых (подходит для икр и ниже)/; /Универсальный размер/","5","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F956174884313.html&q=1&t=1773241535749&tep=FKFXRMKNN619257&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F956174884313.html%3F_ap_sku%3D%25255B%25255B5%25252C%252522%25252F%2525D0%2525A0%2525D0%2525B5%2525D0%2525B3%2525D1%252583%2525D0%2525BB%2525D0%2525B8%2525D1%252580%2525D1%252583%2525D0%2525B5%2525D0%2525BC%2525D0%2525B0%2525D1%25258F%252520%2525D0%2525BF%2525D0%2525BE%252520%2525D0%2525B2%2525D1%25258B%2525D1%252581%2525D0%2525BE%2525D1%252582%2525D0%2525B5%252520%2525D0%2525B2%2525D1%25258B%2525D1%252581%2525D0%2525BE%2525D1%252582%2525D0%2525B0%252520%2525D0%2525BD%2525D0%2525BE%2525D0%2525B6%2525D0%2525B5%2525D0%2525BA%252520%2525D0%2525B4%2525D0%2525BB%2525D1%25258F%252520%2525D0%2525B2%2525D0%2525B7%2525D1%252580%2525D0%2525BE%2525D1%252581%2525D0%2525BB%2525D1%25258B%2525D1%252585%252520(%2525D0%2525BF%2525D0%2525BE%2525D0%2525B4%2525D1%252585%2525D0%2525BE%2525D0%2525B4%2525D0%2525B8%2525D1%252582%252520%2525D0%2525B4%2525D0%2525BB%2525D1%25258F%252520%2525D0%2525B8%2525D0%2525BA%2525D1%252580%252520%2525D0%2525B8%252520%2525D0%2525BD%2525D0%2525B8%2525D0%2525B6%2525D0%2525B5)%25252F%25253B%252520%25252F%2525D0%2525A3%2525D0%2525BD%2525D0%2525B8%2525D0%2525B2%2525D0%2525B5%2525D1%252580%2525D1%252581%2525D0%2525B0%2525D0%2525BB%2525D1%25258C%2525D0%2525BD%2525D1%25258B%2525D0%2525B9%252520%2525D1%252580%2525D0%2525B0%2525D0%2525B7%2525D0%2525BC%2525D0%2525B5%2525D1%252580%25252F%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535750&tep=FKFXRMKNN181201&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN01Bz0ijR2BvG23inPuj_!!2219496988400-0-cib.jpg","Компания спортивных товаров Дунгуань Юхуэй, ООО","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-221949698840042268"
"Водонепроницаемые бандажи для ног, защита послеоперационных ран, гипсовые повязки, средства от травм рук и ног, принадлежности для купания голеностопных суставов и ног,","956174884313","46.40\n≈ 690 долларов США (46.40\n≈ 690 RUB )","Взрослые короткие леггинсы; Универсальный размер","5","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F956174884313.html&q=1&t=1773241535750&tep=FKFXRMKNN1313173&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F956174884313.html%3F_ap_sku%3D%25255B%25255B5%25252C%252522%2525D0%252592%2525D0%2525B7%2525D1%252580%2525D0%2525BE%2525D1%252581%2525D0%2525BB%2525D1%25258B%2525D0%2525B5%252520%2525D0%2525BA%2525D0%2525BE%2525D1%252580%2525D0%2525BE%2525D1%252582%2525D0%2525BA%2525D0%2525B8%2525D0%2525B5%252520%2525D0%2525BB%2525D0%2525B5%2525D0%2525B3%2525D0%2525B3%2525D0%2525B8%2525D0%2525BD%2525D1%252581%2525D1%25258B%25253B%252520%2525D0%2525A3%2525D0%2525BD%2525D0%2525B8%2525D0%2525B2%2525D0%2525B5%2525D1%252580%2525D1%252581%2525D0%2525B0%2525D0%2525BB%2525D1%25258C%2525D0%2525BD%2525D1%25258B%2525D0%2525B9%252520%2525D1%252580%2525D0%2525B0%2525D0%2525B7%2525D0%2525BC%2525D0%2525B5%2525D1%252580%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535751&tep=FKFXRMKNN117133&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN01rwwHTO2BvG24m7LlQ_!!2219496988400-0-cib.jpg","Компания спортивных товаров Дунгуань Юхуэй, ООО","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-221949698840042268"
"Водонепроницаемые бандажи для ног, защита послеоперационных ран, гипсовые повязки, средства от травм рук и ног, принадлежности для купания голеностопных суставов и ног,","956174884313","41.20\n≈ 613 $ (41.20\n≈ 613 $RUB )","/Взрослая футболка с коротким рукавом/; /Универсальный размер/","5","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F956174884313.html&q=1&t=1773241535752&tep=FKFXRMKNN1211722&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F956174884313.html%3F_ap_sku%3D%25255B%25255B5%25252C%252522%25252F%2525D0%252592%2525D0%2525B7%2525D1%252580%2525D0%2525BE%2525D1%252581%2525D0%2525BB%2525D0%2525B0%2525D1%25258F%252520%2525D1%252584%2525D1%252583%2525D1%252582%2525D0%2525B1%2525D0%2525BE%2525D0%2525BB%2525D0%2525BA%2525D0%2525B0%252520%2525D1%252581%252520%2525D0%2525BA%2525D0%2525BE%2525D1%252580%2525D0%2525BE%2525D1%252582%2525D0%2525BA%2525D0%2525B8%2525D0%2525BC%252520%2525D1%252580%2525D1%252583%2525D0%2525BA%2525D0%2525B0%2525D0%2525B2%2525D0%2525BE%2525D0%2525BC%25252F%25253B%252520%25252F%2525D0%2525A3%2525D0%2525BD%2525D0%2525B8%2525D0%2525B2%2525D0%2525B5%2525D1%252580%2525D1%252581%2525D0%2525B0%2525D0%2525BB%2525D1%25258C%2525D0%2525BD%2525D1%25258B%2525D0%2525B9%252520%2525D1%252580%2525D0%2525B0%2525D0%2525B7%2525D0%2525BC%2525D0%2525B5%2525D1%252580%25252F%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535752&tep=FKFXRMKNN2521926&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN01ngMSXF2BvG241xgTJ_!!2219496988400-0-cib.jpg","Компания спортивных товаров Дунгуань Юхуэй, ООО","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-221949698840042268"
"Гипсовые туфли для поврежденных ног, обувь послеоперационная при вальгусной деформации, опухших ног, высоких ног, деформированных ног, защитная обувь при переломе подошвы.","980434630582","48.00\n≈ 713 $ (48.00\n≈ 713 $RUB )","М.; Все включено послеоперационная обувь [одиночная]","2","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F980434630582.html&q=1&t=1773241535753&tep=FKFXRMKNN1321920&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F980434630582.html%3F_ap_sku%3D%25255B%25255B2%25252C%252522%2525D0%25259C.%25253B%252520%2525D0%252592%2525D1%252581%2525D0%2525B5%252520%2525D0%2525B2%2525D0%2525BA%2525D0%2525BB%2525D1%25258E%2525D1%252587%2525D0%2525B5%2525D0%2525BD%2525D0%2525BE%252520%2525D0%2525BF%2525D0%2525BE%2525D1%252581%2525D0%2525BB%2525D0%2525B5%2525D0%2525BE%2525D0%2525BF%2525D0%2525B5%2525D1%252580%2525D0%2525B0%2525D1%252586%2525D0%2525B8%2525D0%2525BE%2525D0%2525BD%2525D0%2525BD%2525D0%2525B0%2525D1%25258F%252520%2525D0%2525BE%2525D0%2525B1%2525D1%252583%2525D0%2525B2%2525D1%25258C%252520%25255B%2525D0%2525BE%2525D0%2525B4%2525D0%2525B8%2525D0%2525BD%2525D0%2525BE%2525D1%252587%2525D0%2525BD%2525D0%2525B0%2525D1%25258F%25255D%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535753&tep=FKFXRMKNN11182413&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN0107NxKJ1p57PVpfMKa_!!2220705835308-0-cib.jpg","Фошань Чанченг Район Канбейнин Магазин электронной коммерции","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-2220705835308ac3e5"
"Гипсовые туфли для поврежденных ног, обувь послеоперационная при вальгусной деформации, опухших ног, высоких ног, деформированных ног, защитная обувь при переломе подошвы.","980434630582","48.00\n≈ 713 $ (48.00\n≈ 713 $RUB )","XL;","2","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F980434630582.html&q=1&t=1773241535754&tep=FKFXRMKNN13141112&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F980434630582.html%3F_ap_sku%3D%25255B%25255B2%25252C%252522XL%25253B%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535754&tep=FKFXRMKNN114262&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN0107NxKJ1p57PVpfMKa_!!2220705835308-0-cib.jpg","Фошань Чанченг Район Канбейнин Магазин электронной коммерции","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-2220705835308ac3e5"
"Гипсовые туфли для поврежденных ног, обувь послеоперационная при вальгусной деформации, опухших ног, высоких ног, деформированных ног, защитная обувь при переломе подошвы.","980434630582","48.00\n≈ 713 $ (48.00\n≈ 713 $RUB )","Л; Все включено послеоперационная обувь [одиночная]","2","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F980434630582.html&q=1&t=1773241535754&tep=FKFXRMKNN1122423&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F980434630582.html%3F_ap_sku%3D%25255B%25255B2%25252C%252522%2525D0%25259B%25253B%252520%2525D0%252592%2525D1%252581%2525D0%2525B5%252520%2525D0%2525B2%2525D0%2525BA%2525D0%2525BB%2525D1%25258E%2525D1%252587%2525D0%2525B5%2525D0%2525BD%2525D0%2525BE%252520%2525D0%2525BF%2525D0%2525BE%2525D1%252581%2525D0%2525BB%2525D0%2525B5%2525D0%2525BE%2525D0%2525BF%2525D0%2525B5%2525D1%252580%2525D0%2525B0%2525D1%252586%2525D0%2525B8%2525D0%2525BE%2525D0%2525BD%2525D0%2525BD%2525D0%2525B0%2525D1%25258F%252520%2525D0%2525BE%2525D0%2525B1%2525D1%252583%2525D0%2525B2%2525D1%25258C%252520%25255B%2525D0%2525BE%2525D0%2525B4%2525D0%2525B8%2525D0%2525BD%2525D0%2525BE%2525D1%252587%2525D0%2525BD%2525D0%2525B0%2525D1%25258F%25255D%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535755&tep=FKFXRMKNN4251710&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN0107NxKJ1p57PVpfMKa_!!2220705835308-0-cib.jpg","Фошань Чанченг Район Канбейнин Магазин электронной коммерции","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-2220705835308ac3e5"
"Обувь для ходьбы Hong Sheng, регулируемые ортопедические ботинки с воздушной подушкой для ахиллова сухожилия, бандажи для фиксации голеностопного сустава и стопы","778091504347","150.00\n≈ 2227 $ (150.00\n≈ 2227 $RUB )","Черный; XL","2","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F778091504347.html&q=1&t=1773241535755&tep=FKFXRMKNN721124&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F778091504347.html%3F_ap_sku%3D%25255B%25255B2%25252C%252522%2525D0%2525A7%2525D0%2525B5%2525D1%252580%2525D0%2525BD%2525D1%25258B%2525D0%2525B9%25253B%252520XL%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535756&tep=FKFXRMKNN161579&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN012SZzK42A3q5QXIIyY_!!3446678148-0-cib.jpg","Компания Hengshui Gangsheng Medical Equipment Co., Ltd.","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-344667814855add"
"Обувь для ходьбы Hong Sheng, регулируемые ортопедические ботинки с воздушной подушкой для ахиллова сухожилия, бандажи для фиксации голеностопного сустава и стопы","778091504347","150.00\n≈ 2227 $ (150.00\n≈ 2227 $RUB )","Черный; Л","2","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F778091504347.html&q=1&t=1773241535756&tep=FKFXRMKNN822219&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F778091504347.html%3F_ap_sku%3D%25255B%25255B2%25252C%252522%2525D0%2525A7%2525D0%2525B5%2525D1%252580%2525D0%2525BD%2525D1%25258B%2525D0%2525B9%25253B%252520%2525D0%25259B%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535757&tep=FKFXRMKNN321215&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN012SZzK42A3q5QXIIyY_!!3446678148-0-cib.jpg","Компания Hengshui Gangsheng Medical Equipment Co., Ltd.","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-344667814855add"
"Обувь для ходьбы Hong Sheng, регулируемые ортопедические ботинки с воздушной подушкой для ахиллова сухожилия, бандажи для фиксации голеностопного сустава и стопы","778091504347","150.00\n≈ 2227 $ (150.00\n≈ 2227 $RUB )","Черный; М","2","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F778091504347.html&q=1&t=1773241535757&tep=FKFXRMKNN211917&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F778091504347.html%3F_ap_sku%3D%25255B%25255B2%25252C%252522%2525D0%2525A7%2525D0%2525B5%2525D1%252580%2525D0%2525BD%2525D1%25258B%2525D0%2525B9%25253B%252520%2525D0%25259C%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535758&tep=FKFXRMKNN169157&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN012SZzK42A3q5QXIIyY_!!3446678148-0-cib.jpg","Компания Hengshui Gangsheng Medical Equipment Co., Ltd.","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-344667814855add"
"Регулируемый фиксатор плечевого и локтевого суставов при переломах лучевой и локтевой костей, поддержка плечевой кости, шина для руки и верхней конечности, ортез при вывихе плеча.","704269019742","70.00\n≈ 1043 $ (70.00\n≈ 1043 $RUB )","Фиксирующий бандаж для плечевого и локтевого суставов; универсальный размер.","5","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F704269019742.html&q=1&t=1773241535758&tep=FKFXRMKNN2617215&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F704269019742.html%3F_ap_sku%3D%25255B%25255B5%25252C%252522%2525D0%2525A4%2525D0%2525B8%2525D0%2525BA%2525D1%252581%2525D0%2525B8%2525D1%252580%2525D1%252583%2525D1%25258E%2525D1%252589%2525D0%2525B8%2525D0%2525B9%252520%2525D0%2525B1%2525D0%2525B0%2525D0%2525BD%2525D0%2525B4%2525D0%2525B0%2525D0%2525B6%252520%2525D0%2525B4%2525D0%2525BB%2525D1%25258F%252520%2525D0%2525BF%2525D0%2525BB%2525D0%2525B5%2525D1%252587%2525D0%2525B5%2525D0%2525B2%2525D0%2525BE%2525D0%2525B3%2525D0%2525BE%252520%2525D0%2525B8%252520%2525D0%2525BB%2525D0%2525BE%2525D0%2525BA%2525D1%252582%2525D0%2525B5%2525D0%2525B2%2525D0%2525BE%2525D0%2525B3%2525D0%2525BE%252520%2525D1%252581%2525D1%252583%2525D1%252581%2525D1%252582%2525D0%2525B0%2525D0%2525B2%2525D0%2525BE%2525D0%2525B2%25253B%252520%2525D1%252583%2525D0%2525BD%2525D0%2525B8%2525D0%2525B2%2525D0%2525B5%2525D1%252580%2525D1%252581%2525D0%2525B0%2525D0%2525BB%2525D1%25258C%2525D0%2525BD%2525D1%25258B%2525D0%2525B9%252520%2525D1%252580%2525D0%2525B0%2525D0%2525B7%2525D0%2525BC%2525D0%2525B5%2525D1%252580.%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535759&tep=FKFXRMKNN201128&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN01V5EAJE1XKXNtBT7yR_!!2919502905-0-cib.jpg","Завод медицинского оборудования Hengshui Rujian","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-2919502905ac6a3"
"Крепление запястья для крепления запястья для защиты запястья для локтевой лучевой кости предплечья","790186347792","12.00\n≈ 179 доллара (12.00\n≈ 179 RUB )","Слинг для взрослых; Справа.","5","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F790186347792.html&q=1&t=1773241535760&tep=FKFXRMKNN101229&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F790186347792.html%3F_ap_sku%3D%25255B%25255B5%25252C%252522%2525D0%2525A1%2525D0%2525BB%2525D0%2525B8%2525D0%2525BD%2525D0%2525B3%252520%2525D0%2525B4%2525D0%2525BB%2525D1%25258F%252520%2525D0%2525B2%2525D0%2525B7%2525D1%252580%2525D0%2525BE%2525D1%252581%2525D0%2525BB%2525D1%25258B%2525D1%252585%25253B%252520%2525D0%2525A1%2525D0%2525BF%2525D1%252580%2525D0%2525B0%2525D0%2525B2%2525D0%2525B0.%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535760&tep=FKFXRMKNN11112013&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN01nokGCf1XKXWaBwBS7_!!2919502905-0-cib.jpg","Завод медицинского оборудования Hengshui Rujian","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-2919502905ac6a3"
"Крепление запястья для крепления запястья для защиты запястья для локтевой лучевой кости предплечья","790186347792","12.00\n≈ 179 доллара (12.00\n≈ 179 RUB )","Слинг для взрослых; Слева","5","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F790186347792.html&q=1&t=1773241535760&tep=FKFXRMKNN71077&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F790186347792.html%3F_ap_sku%3D%25255B%25255B5%25252C%252522%2525D0%2525A1%2525D0%2525BB%2525D0%2525B8%2525D0%2525BD%2525D0%2525B3%252520%2525D0%2525B4%2525D0%2525BB%2525D1%25258F%252520%2525D0%2525B2%2525D0%2525B7%2525D1%252580%2525D0%2525BE%2525D1%252581%2525D0%2525BB%2525D1%25258B%2525D1%252585%25253B%252520%2525D0%2525A1%2525D0%2525BB%2525D0%2525B5%2525D0%2525B2%2525D0%2525B0%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535761&tep=FKFXRMKNN21131616&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN01nokGCf1XKXWaBwBS7_!!2919502905-0-cib.jpg","Завод медицинского оборудования Hengshui Rujian","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-2919502905ac6a3"
"Крепление запястья для крепления запястья для защиты запястья для локтевой лучевой кости предплечья","790186347792","8.00\n≈ 119 $ (8.00\n≈ 119 $RUB )","Взрослые; Справа.","5","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F790186347792.html&q=1&t=1773241535761&tep=FKFXRMKNN1131523&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F790186347792.html%3F_ap_sku%3D%25255B%25255B5%25252C%252522%2525D0%252592%2525D0%2525B7%2525D1%252580%2525D0%2525BE%2525D1%252581%2525D0%2525BB%2525D1%25258B%2525D0%2525B5%25253B%252520%2525D0%2525A1%2525D0%2525BF%2525D1%252580%2525D0%2525B0%2525D0%2525B2%2525D0%2525B0.%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535762&tep=FKFXRMKNN819209&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN01nokGCf1XKXWaBwBS7_!!2919502905-0-cib.jpg","Завод медицинского оборудования Hengshui Rujian","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-2919502905ac6a3"
"Крепление запястья для крепления запястья для защиты запястья для локтевой лучевой кости предплечья","790186347792","8.00\n≈ 119 $ (8.00\n≈ 119 $RUB )","Взрослые; Слева","5","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F790186347792.html&q=1&t=1773241535762&tep=FKFXRMKNN12191520&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F790186347792.html%3F_ap_sku%3D%25255B%25255B5%25252C%252522%2525D0%252592%2525D0%2525B7%2525D1%252580%2525D0%2525BE%2525D1%252581%2525D0%2525BB%2525D1%25258B%2525D0%2525B5%25253B%252520%2525D0%2525A1%2525D0%2525BB%2525D0%2525B5%2525D0%2525B2%2525D0%2525B0%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535762&tep=FKFXRMKNN2622167&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN01nokGCf1XKXWaBwBS7_!!2919502905-0-cib.jpg","Завод медицинского оборудования Hengshui Rujian","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-2919502905ac6a3"
"Регулируемый бандаж для фиксации локтевого сустава, поддерживающая повязка при переломе руки, противовывиховый бандаж, послеоперационный реабилитационный бандаж.","668295944038","85.00\n≈ 1266 $ (85.00\n≈ 1266 $RUB )","Модель с подлокотником; правая","2","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F668295944038.html&q=1&t=1773241535763&tep=FKFXRMKNN1317166&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F668295944038.html%3F_ap_sku%3D%25255B%25255B2%25252C%252522%2525D0%25259C%2525D0%2525BE%2525D0%2525B4%2525D0%2525B5%2525D0%2525BB%2525D1%25258C%252520%2525D1%252581%252520%2525D0%2525BF%2525D0%2525BE%2525D0%2525B4%2525D0%2525BB%2525D0%2525BE%2525D0%2525BA%2525D0%2525BE%2525D1%252582%2525D0%2525BD%2525D0%2525B8%2525D0%2525BA%2525D0%2525BE%2525D0%2525BC%25253B%252520%2525D0%2525BF%2525D1%252580%2525D0%2525B0%2525D0%2525B2%2525D0%2525B0%2525D1%25258F%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535764&tep=FKFXRMKNN101427&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN01S6w4NP1XKXJMCLTHX_!!2919502905-0-cib.jpg","Завод медицинского оборудования Hengshui Rujian","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-2919502905ac6a3"
"Регулируемый бандаж для фиксации локтевого сустава, поддерживающая повязка при переломе руки, противовывиховый бандаж, послеоперационный реабилитационный бандаж.","668295944038","85.00\n≈ 1266 $ (85.00\n≈ 1266 $RUB )","С подлокотником; слева","2","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F668295944038.html&q=1&t=1773241535764&tep=FKFXRMKNN1521111&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F668295944038.html%3F_ap_sku%3D%25255B%25255B2%25252C%252522%2525D0%2525A1%252520%2525D0%2525BF%2525D0%2525BE%2525D0%2525B4%2525D0%2525BB%2525D0%2525BE%2525D0%2525BA%2525D0%2525BE%2525D1%252582%2525D0%2525BD%2525D0%2525B8%2525D0%2525BA%2525D0%2525BE%2525D0%2525BC%25253B%252520%2525D1%252581%2525D0%2525BB%2525D0%2525B5%2525D0%2525B2%2525D0%2525B0%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535764&tep=FKFXRMKNN3132624&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN01S6w4NP1XKXJMCLTHX_!!2919502905-0-cib.jpg","Завод медицинского оборудования Hengshui Rujian","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-2919502905ac6a3"
"Грудопоясничный фиксатор, послеоперационный реабилитационный ортез при компрессионных переломах, поддержка позвоночника, термопластичный поясничный поддерживающий каркас для взрослых.","801057770124","80.00\n≈ 1192 $ (80.00\n≈ 1192 $RUB )","Дышащая конструкция с двумя подушками безопасности; XL","2","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F801057770124.html&q=1&t=1773241535765&tep=FKFXRMKNN20172212&cn=e-c&from=shopping_cart_export","https://www.aliprice.com/Index/detail.html?url=https%3A%2F%2Fdetail.1688.com%2Foffer%2F801057770124.html%3F_ap_sku%3D%25255B%25255B2%25252C%252522%2525D0%252594%2525D1%25258B%2525D1%252588%2525D0%2525B0%2525D1%252589%2525D0%2525B0%2525D1%25258F%252520%2525D0%2525BA%2525D0%2525BE%2525D0%2525BD%2525D1%252581%2525D1%252582%2525D1%252580%2525D1%252583%2525D0%2525BA%2525D1%252586%2525D0%2525B8%2525D1%25258F%252520%2525D1%252581%252520%2525D0%2525B4%2525D0%2525B2%2525D1%252583%2525D0%2525BC%2525D1%25258F%252520%2525D0%2525BF%2525D0%2525BE%2525D0%2525B4%2525D1%252583%2525D1%252588%2525D0%2525BA%2525D0%2525B0%2525D0%2525BC%2525D0%2525B8%252520%2525D0%2525B1%2525D0%2525B5%2525D0%2525B7%2525D0%2525BE%2525D0%2525BF%2525D0%2525B0%2525D1%252581%2525D0%2525BD%2525D0%2525BE%2525D1%252581%2525D1%252582%2525D0%2525B8%25253B%252520XL%252522%25252C%252522%252522%25255D%25255D&q=1&t=1773241535765&tep=FKFXRMKNN188217&cn=e-c&from=sku_link__1688_cart","https://cbu01.alicdn.com/img/ibank/O1CN01UZGT2m1XKXWzvQ9v4_!!2919502905-0-cib.jpg","Завод медицинского оборудования Hengshui Rujian","https://winport.m.1688.com/page/index.html?upstreamSource=shopCar&memberId=b2b-2919502905ac6a3"
